用户名,评分,游戏时长,评论
﻿渡,5E+00,,老实说，很合我胃口。既然你们好像不怎么喜欢这个游戏，那么光国从今天起就是我老婆了。๛ก(ｰ̀ωｰ́ก)
﻿时笙,2E+00,,我的预约礼包失踪系列？？？
﻿24864197@Social,1E+00,,不得不说这个游戏是真的凉，30连一个黄都没出来玩个锤子
﻿鸦子君确诊手癌晚期,3E+00,,进去之后之前的等级进度什么的都推后了？？之前打过的都没有了？？什么时候能修复
﻿狸追,4E+00,,刚才闪退了，然后我有登上去了于是我的命运神降木的了，木的了啊WWWT_TT_TT_T，问一下兑换码在哪换😅
﻿白雪上的足迹,1E+00,,强制下线后，再上去免费30抽得到的武士怎么没有了？？？？
﻿三皮,1E+00,,开服炸服基本操作，补偿免费玉真是骚操作。
﻿黑喵,3E+00,,刚玩完农药，正准备下呢，评分9.0掉到5.2?不敢下
﻿夜，,1E+00,,莫名其妙就归档，好不容易抽到ssr，说没就没了，还没任何表示
﻿昭娘,5E+00,,游戏还是很好玩的，态度也很端正。探幽小可爱！岚雪小宝贝！葵姑娘真美！爱她们！！！
﻿☣,5E+00,,鸢飞级别的老玩家了，本来想要低调一下的，但是看着公测时间一点点的靠近，完全忍不住了（：躁动的心。可以明显的感觉到，阿官 用心的在努力把游戏做好。当我看到阿官把游戏的登录界面一换再换，精益求精的时候，原本对游戏的不满都消除的差不多了。但是，既然是评论，该说的还是得说的。首先是游戏的卡顿现象，有些专场还是会出现卡顿的现象。。。。其次是本阵位置的切换问题，话说想从本阵去其他地图真的有点儿麻烦了。。。。另外就是游戏的肝度了，体力的不足时很明显的问题，完全不够用的我只能说不是我的问题啊（：捂脸
﻿努力娶上环奈,1E+00,,朋友先试水 抽到ssr 和up结果回档了 这游戏还能玩？
﻿挽鸢,3E+00,,啊啊啊，还没有安装游戏的我，看到你们都评论有点慌张。
﻿卡米亚,4E+00,1小时23分钟,3d版的刀剑乱舞，个人感觉😂
﻿yusaprprpr,1E+00,,登不上可真是太厉害了好吧。。回档才是真的可怕。。回档我两次了，告辞
﻿阿一古～,3E+00,,为什么我打不开啊(눈_눈)刚开始可以玩，现在打不开了
﻿栗无,4E+00,2小时9分钟,我惊了 我正抽卡呢！！！！！！！咋就要重连啦！！！！！
﻿松鼠鼠,4E+00,3小时8分钟,又回档...枯了
﻿潇茗,3E+00,,说好的补偿20个日之铃 东西嘞。。
﻿DaDw,4E+00,,emmm，就给个四星吧。
﻿八,1E+00,,爆率感人，画面有种分辨率很低的感觉———————————————————————改成一星，没话说
﻿…,1E+00,,一直回档，玩一会掉线重连就回档，冲值也没了，试问这谁顶得住？？？
﻿鱼忆海七秒,1E+00,,真的服了  刚刚升到15级  退了一下回到解放前      刚抽的ssr 又没了
﻿十四无畏,1E+00,,回档你妈呢，不要补偿，给我肝的等级练度还回来好吧
﻿手机用户14483584,3E+00,,什么鬼，闪退就算了，一按武士列表就点什么都没反应，重进5次都没用
﻿雨若安然,5E+00,1小时23分钟,补偿很不错诶
﻿非洲鱼头,5E+00,28分钟,这游戏其实挺好的
﻿污染,4E+00,,今天才来的拿不到20连了吗，我也要（达观）
﻿栖枝,3E+00,,编推上面6.3，进来一看6.2，刷新一下6.1
﻿*Yerkes。,3E+00,,这游戏。。。还能回档。。。我吐了。。。。游戏还可以给个三分吧。。。
﻿养猫的鱼,1E+00,,掉线重连要排队就算了，还带回档的？
﻿果戈,1E+00,,服务器炸了不知道关服维护，非要继续开继续回档？
﻿k,3E+00,,推荐克鲁赛德战记没有比较就没有伤害
﻿吹泡泡,4E+00,,我总是闪退！啊啊啊！我超爱画风！快修复！
﻿摸摸(｡･ω･｡)ﾉ♡,1E+00,,回档牛批熬，老子半个多小时白玩了？
﻿山尾,5E+00,,一分给立绘、一分给剧情、一分给声优、一分给玩法、一分给反应速度。五分的好评吧，虽然也小瑕疵QAQ，权当鼓励，毕竟….毕竟跟了几测，最最满意的不是游戏变得多么的好，而是面对游戏的不完美，阿官给出的态度和解决问题的速度完全是无可挑剔，相信即使现在还没有达到完美的境界，但是绝对是越来越好的吧。提一点个人看法，希望能够被采纳。游戏的玩法很多，希望能够精简一点，特别是需要消耗体力的活动，能够减少一下，毕竟体力是个金贵的东西啊。
﻿桃杏嫁与,1E+00,,先不说ssr了，为了一次十连三个sr全给我吞了，这一星没毛病🙃
﻿闵二苏,4E+00,5小时24分钟,还没有开始玩但是很期待❤❤❤
﻿小白o,5E+00,,虽然服务器有点儿恶心，但是游戏本身质量还是不错的，服务器解决了，补偿也很到位，知足了
﻿勇仪贼帅！,4E+00,,之前喷游戏真抱歉，这游戏真好玩，单抽出货嗷，四个ssr加一个ur都是单抽的，大手笔嗷
﻿【无冕之王】洛尔,4E+00,,只有我一个断线了重新登陆会回档么……我枯了，参加过两次测试真的不想再把新手教程过一遍了啊
﻿鱼子酱,5E+00,,看评分怪低的，打个五星吧，在b站下载的，我觉得还可以啦，官方最后也补偿了，希望能继续好好运营下去
﻿Razor,2E+00,,没眼看…土豆都比你稳定
﻿白祁,1E+00,,充的钱给我回档了，什么意思？两个ssr也给我回档成一个，差评！
﻿璃玖,3E+00,,这掉率改得也太离谱了吧，ssr的影子都没见着一个
﻿39502216@Social,1E+00,,回完一次档又回一次，***？玩着玩着突然角色没了啥意思？
﻿yes🇨🇳,5E+00,5小时53分钟,超级期待的( •̀∀•́ )希望不会让我失望(๑•ั็ω•็ั๑)
﻿初夏,3E+00,,更新那么多还是有bug，为什么我一千多买不了980的
﻿手机用户30185654,1E+00,,服务器垃圾，抽卡掉率感人，蓬莱石还分免费和付费，可怕
﻿手机用户28080143,5E+00,,正式版改了好多之前反馈的点，抽卡也良心了很多玩法有很多可挖掘延续的东西希望新人也可以慢慢体验到30级感受游戏的乐趣
﻿combing,2E+00,,100发一个ur服了
﻿风轴,3E+00,,真的闪退，我退了两次，结果抽出的剑没了，等级也降了，推的图也得重新推
﻿QQ用户12312333,1E+00,,抄袭啊啊，抄袭克鲁赛德战记，可是你这抄的也太不用心了，打击感不行，优化也不行
﻿黎恩,4E+00,,该补偿的补偿 被回档的都补发回来的话..（观望一下待改分 还我ur！！）
﻿皱水,1E+00,,被概率弄得超无语，维护奖励也emmm…佛了
﻿C.k.q🔥🔥🔥,2E+00,,我的补偿呢？？？？不见了？？？微信区
﻿Seokute_,5E+00,,虽然我暂时还没什么问题 但是拜托拜托你们好好搞吧 不然太可惜了 里面有些角色我还是挺喜欢的！！补偿到位！！嘿嘿嘿加油！！
﻿アンナ,1E+00,,刚开始就闪退然后重进就开始排队进去后重新打剧情？？？？？？？？？？？？智障？
﻿爷披荆斩棘,1E+00,,简直是垃圾，抽到个SSR掉线了在上线居然没了。
﻿Zombanana,1E+00,,刚玩，感觉一般般。然后！氪了一发，掉线，没了！从新开始！
﻿🐾狗爪爪🐾,5E+00,,给你五星吧，虽然掉率“感人”，但出了我喜欢的武士（鸨羽真可爱）你们也在努力，加油！祝你们越来越好。
﻿一觉醒来一脸懵逼,4E+00,2小时33分钟,猛男可以玩吗？？？
﻿重言,1E+00,,就看看能回档到什么时候，我的ur和ssr啥时候能还回来
﻿楚楚不凡的楚楚,5E+00,,好玩，可以肝的内容挺多w以及阿官补偿好阔气，二十连震惊到我和我的小伙伴了
﻿孙悟空大战猪八戒,5E+00,,今天早上起来就看到手机已经自动下载好了，点进去粗略玩了下，还是更适合女孩子吧。。。。。我有点get不到，不过人物看起来还是很精致的
﻿raphael,1E+00,,下午4点多，又回档了，真的服了，测试那么久，就这？
﻿grwyher,5E+00,2小时52分钟,画风赞，角色美，爱了。
﻿王者归来,3E+00,,虽然我也玩阴阳师但是为什么长个翅膀就是抄袭狗子啊？？
﻿丑,5E+00,,"游戏体验还行，还没有遇上什么bug,可能是因为晚了一天下载。"
﻿无丶聊,4E+00,,玩了一下感觉挺好的。就是2点想吐槽一下，1搞不清哪个块对应哪个角色，2感觉出快速度有一点点慢啊
﻿尼古拉斯花泽类,3E+00,,卧槽，这是啥？我竟然玩了30分钟？浪费生命啊！
﻿厌归,1E+00,,听说这个极光游戏还是闪退游戏？(*/ω＼*)
﻿落,1E+00,,充值都被回档，连续2次。然后维护好了，英雄充值都没了。
﻿岚那,1E+00,,第一次玩这种会回档的游戏，真是鬼才
﻿Nc  ❦送葬༄,4E+00,,……所以我一个大老爷们是作为女主穿越了吗，想想有点小兴奋(*/ω＼*)
﻿千难年。,5E+00,9分钟,五星鼓励啦 感觉还可以吧
﻿雪夜长歌,1E+00,,新手引导没做好就别强制引导，卡了完全过不去搞什么？
﻿最可爱的猪猪霞,5E+00,,作为一个新游戏，哪有可能上来就不出bug，维护才能不断升级。我真心觉得这款游戏画风和设计还是可以的。至于抽出什么东西来。。。是看手气吧欧的人自然欧。
﻿Duke（公爵）,1E+00,,开盘……我觉得这游戏评分会掉到4.5以下
﻿39358483@Social,1E+00,,为什么我充值之后，下了游戏在登录就没有了？显示我充值未充值？
﻿&.,3E+00,,我来看评论才发现在回档，我搞了一下午白搞了？88
﻿肥肉走开呐,1E+00,,我要🤮了，吃完饭兴致勃勃登上游戏又回档了！！！
﻿糍喔,4E+00,,刚刚回档的两个ssr都回来了!!!我落泪了TuT其实感觉玩起来还挺有意思的，希望越来越好
﻿王姿懿,1E+00,,我想问一下，QQ区的第一个服是好不了了吗
﻿碳酸呱,3E+00,,刚开服就炸服，激情回档，你退半步的动作是认真的吗………
﻿qaq,5E+00,3小时36分钟,我永远爱执剑之刻
﻿樱山雨,1E+00,,UR没了，回档也没了，11点注册现在都没看见补偿
﻿千叶樱奈奈子,1E+00,,一星我都不想给，回档之后爆率更低了，卸载，再见！
﻿鹿一,5E+00,,挺好玩的啊！
﻿布丁,1E+00,,我只想说bug太多了，抽到的ssr直接就消失了
﻿qsdczese,1E+00,,真的差劲的体验，开服预约300抽也像假的
﻿russell,1E+00,,制作不是很好玩，游戏玩法也不是很喜欢，为什么之前有9分
﻿菟仔,1E+00,,有ssr或ur的都是二十次必出，十连基本都是九r一sr
﻿不瘦20斤不改名！,1E+00,,界面有点花，女主画的不太行，剧情也不太行
﻿心醉,4E+00,,强烈建议加一个取消新手引导的选项
﻿欧尼酱,2E+00,,回档两次什么鬼？？？卸载
﻿柚子,4E+00,,还可以不过为什么UR可以和SSR SR R一样呢？
﻿化学汪,1E+00,,刚刚进去看了看克鲁赛德战记？？？打扰了，卸载
﻿卿故,5E+00,,其实我就是想来问一句是不是只有我一个人卡在主线教程选武士那里，点了叫我进去选武士，然后画面就什么都点不了了(●—●)
﻿空心,1E+00,,太秀了，抽个ur直接给我回档了，这游戏没法玩了
﻿地狱幽绫舞,3E+00,,闪退……但是画风不错，如果不是很介意的话可以一试。
﻿啦啦啦,3E+00,,什么鬼啊，十连抽过程中掉了，重新登陆还要我排队
﻿青末,1E+00,,我一个啥都没抽到的号没回档，抽到ur的号回档了？？？我怀疑有问题
﻿小天,3E+00,,为什么我重新登以后之前打的记录全部消失了
﻿歌舞升平，忆王朝,1E+00,,我就是想说，垃圾游戏。一星给芭蕉，已卸载
﻿啊,3E+00,,腾讯知道自己的极光计划，扶了个这样的游戏吗
﻿浮华盛世。如梦初醒,2E+00,,看到了yys的肝度。受不住。受不住。
﻿翾云,1E+00,,没别的，抽卡出了ur回档真恶心啊..
﻿日谷柰子,1E+00,,我冲的钱？？？喂狗了？？？？？？？？数据都没了，你这不是在诈骗？？？
﻿冬旭,3E+00,,痒痒鼠跟克鲁塞德的结合体。想想就肝痛。
﻿Akagi⚓,3E+00,,吃个饭回来最后一个卡池送的ssr没了 关卡也回退了 唉
﻿墨羽白鹊,1E+00,,回去玩克鲁赛德战记了。。。这玩法设定真是。。。
﻿呵，人类,5E+00,3小时50分钟,20连我失忆了（狗头）
﻿八意思兼,1E+00,,给我整笑了，3次10连3紫27蓝，行，我脸黑，溜了。
﻿尘厶,5E+00,4小时37分钟,_(:з」∠)_
﻿Every P,1E+00,,见过炸服的，见过排队的！第一次见无限跳跃时间线？(回档)
﻿手机用户33431285,1E+00,,抽到想要的ssr了。给我回档了。在抽就没有。这么恶心
﻿爸爸,2E+00,,呵呵…放着中国式家长在着晒游戏？
﻿Assassin'百貌,5E+00,,过场页面能不能稍微改一下，就是有点像门帘那个，每次一出来我看见就感觉有点眼花头晕想吐......
﻿天地无用,1E+00,,这爆率给你一星不用谢，立绘也奇奇怪怪的服了
﻿～～～～,5E+00,,10连两Ur 1ssr的非酋到此一游୧((〃•̀ꇴ•〃))૭⁺✧
﻿半江倾尘,4E+00,,四星观望，十分钟前评分是8.9，现在是8.4————————→_→分割线话说这里边小姐姐会不会很多
﻿巨大的奶葡萄,3E+00,,从10点50到现在我回档两次了，只有我这样吗？
﻿你胖胖,4E+00,,很棒70发3个ur3个ssr，剧情也不错
﻿不听SAMA,2E+00,,这画风，这操作，两星不少了
﻿咱就是这么纯,1E+00,,从今天起，这个评论区叫克鲁塞德战记评论区。克鲁塞德战记牛B！
﻿静寂,5E+00,,辛苦维护了，游戏挺喜欢的，出现回档问题后没敢继续玩就观望了一阵，话说岚雪啥时候出喔？攒铃铛等他了
﻿yshaa,3E+00,,果然 屑站的评论区不行 还是tap的评论好
﻿月辞,1E+00,,这卡池不想说什么了，讲个笑话，R卡几率80%
﻿心,3E+00,,闪退，感觉人物音效形象挺吸引人的，但是闪退太影响个人感觉的
﻿雨中乐乐,3E+00,,玩了一会。。。。。它老是闪退。。。不过画风和操作还是可以的。。。。
﻿销锋镝,1E+00,,？什么鬼，卡就算了，还回档？东西都没了好吗？神操作
﻿加洛斯之剑,1E+00,,回档？掉线？满满的氪金气息，卡的一批，抽完就再见了
﻿启,5E+00,4小时24分钟,免费出了UR，真香
